Gent_Label,Data.Measurement.Year,Census.Tract.Code,prop.change.population.under.18,prop.change.population.young.adult,prop.change.population.middle.aged,prop.change.population.older.adulthood,prop.change.population.race.White,prop.change.population.race.Black,prop.change.population.race.Native,prop.change.population.race.Islander,prop.change.population.race.Other,prop.change.population.race.Latino,prop.change.households.Nonfamily,prop.change.housing.Owner.Occupied,prop.change.population.Owner.Occupied,prop.change.population.Renter.Occupied,prop.change.housing.householder.race.White,prop.change.housing.householder.race.Black,prop.change.housing.householder.race.Native,prop.change.housing.householder.race.Islander,prop.change.housing.householder.race.Other,prop.change.housing.owner.occupied.householder.race.White,prop.change.housing.owner.occupied.householder.race.Black,prop.change.housing.owner.occupied.householder.race.Native,prop.change.housing.owner.occupied.householder.race.Islander,prop.change.housing.owner.occupied.householder.race.Other,prop.change.housing.renter.occupied.householder.race.White,prop.change.housing.renter.occupied.householder.race.Black,prop.change.housing.renter.occupied.householder.race.Native,prop.change.housing.renter.occupied.householder.race.Islander,prop.change.housing.renter.occupied.householder.race.Other,prop.change.household.size.renter.occupied,prop.change.household.size.owner.occupied,prop.change.household.size
Ineligible,1990-2000,11700,-0.071982875,-0.053654697,-0.055992791,0.176039302,-0.104985157,-0.508927993,0.341711505,0.142939431,3.025134516,0.296687629,-0.102554939,0.24417831,0.599732949,0.247569317,-0.130442412,-0.44011976,0.679640719,0.215349788,-0.346806387,-0.1,-1,NA,0.35,NA,-0.132131641,-0.433384929,0.686354379,0.213284669,-0.344195519,0.048206972,0.073076923,0.048169235
Eligible,1990-2000,11800,-0.141213389,-0.021339753,0.24508328,-0.06385748,0.229350785,-0.211954625,-1,-0.019681726,Inf,0.535153328,-0.069966426,-0.656163435,-0.621897421,0.166113194,0.151452683,-0.083102493,-1,-0.039746569,Inf,-1,NA,NA,0.066666667,NA,0.146368715,-0.097765363,-1,-0.039347293,Inf,-0.021975017,-0.058823529,-0.030154891
Ineligible,1990-2000,11901,-0.076847032,0.053945246,-0.03264972,-0.01857715,-0.023808616,-0.070787172,-0.294693878,0.042877946,-0.059591837,0.148641399,0.020624105,0.30319707,0.27052835,-0.060667819,-0.077029126,-0.212732095,-0.162633229,0.173424414,-0.136050157,-0.100237092,0.070913462,Inf,0.170865385,-1,-0.06647571,-0.174435963,-0.194571671,0.121548515,-0.030502937,0.007940644,-0.030959977,-0.002829103
Ineligible,1990-2000,11902,-0.269497392,0.232607679,0.027823963,-0.290840829,0.003572893,-0.143139804,-0.485206523,-0.087135551,-0.491806439,0.566559742,0.009308237,-0.090810811,0.289532176,0.021090974,-0.055787013,-0.352547093,-0.292852853,0.10618018,0.142980695,-0.096153846,-1,NA,0.428571429,-1,-0.054186675,-0.345091945,-0.295548073,0.092569047,0.17211329,-0.019539073,0.366336634,-0.005563178
Eligible,1990-2000,12000,-0.281204163,0.177518549,-0.041903423,-0.101893535,-2.31E-04,-0.136267072,0.167142218,-0.100956276,4.968340886,0.370374342,0.041688188,0.366008942,0.202510164,0.111428831,-0.055787447,-0.167385026,0.398204439,-0.091159711,0.90955856,1.37037037,NA,NA,-0.316239316,NA,-0.057939293,-0.165018243,0.402178961,-0.089254575,0.914986651,-0.055347183,-0.264746228,-0.05701465
Eligible,1990-2000,12201,-0.199154479,0.292918148,0.037795819,-0.296032038,-0.028637145,-0.18689384,-0.424973142,-0.151557514,0.358500953,0.625309124,0.006967113,0.04452861,0.017924383,0.002140043,-0.094254911,-0.241293697,0.0939407,-0.04265547,0.538097075,-0.114996115,0.874125874,NA,0.358741259,-0.437762238,-0.093348571,-0.246559767,0.096662665,-0.055234578,0.589583673,0.009858568,-0.016547809,0.008234392
Ineligible,1990-2000,12402,-0.284815321,0.331930683,-0.109839583,-0.232109818,0.006575074,-0.419468659,-0.322351056,0.09188576,3.805147059,0.255627406,-0.057090287,0.177319588,-0.28459349,-0.047543017,-0.064433613,-0.363398621,0.605435801,0.164128332,0.253169309,0,-1,NA,1.142857143,NA,-0.064486527,-0.35367445,0.607109154,0.154589806,0.254475493,0.080840735,-0.30875576,0.076221109
Ineligible,1990-2000,12601,-0.029668468,0.251312008,0.079517398,-0.361190669,-0.012856657,2.081458243,0.643444396,0.156497909,5.573777585,-0.178277802,0.030698636,-0.163630845,-0.179737344,0.075742608,-0.021024953,0.088054318,0.632081477,-0.020751114,0.224061108,-0.024305556,Inf,Inf,0.018115942,NA,-0.020987681,-0.21979735,-0.21979735,-0.014480863,0.170303975,0.02138805,-0.024305556,-0.006390861
Ineligible,1990-2000,12602,-0.018680053,0.339517922,-0.045647624,-0.272741748,-0.020875399,-0.450460829,-0.236751152,0.355736937,2.66359447,-0.104454685,0.017761109,0.005544981,-0.014145901,0.019940273,-0.044416255,-0.54043452,-0.08086904,0.538769809,0.378696439,-0.033705357,-1,-0.0859375,0.385836694,-0.0859375,-0.047448551,-0.462948416,-0.079340141,0.619091475,0.841319717,0.025242368,-0.01612226,0.013301024
Ineligible,1990-2000,12700,0.023858627,0.304831428,-0.015133892,-0.305307615,-0.013548329,-0.047465758,-0.465414456,0.191438034,4.238938331,-0.097126944,0.051218209,-0.12596539,-0.138155764,0.092017755,-0.051744381,-0.418891268,-0.273614085,0.632171758,0.180377112,-0.032089243,-0.168927744,-0.168927744,0.152168355,Inf,-0.060915851,-0.483189562,-0.310919415,1.253192997,-0.138649269,0.006084128,-0.047014002,-0.029150254
