Gent_Label,Data.Measurement.Year,Census.Tract.Code,prop.change.population.under.18,prop.change.population.young.adult,prop.change.population.middle.aged,prop.change.population.older.adulthood,prop.change.population.race.White,prop.change.population.race.Black,prop.change.population.race.Native,prop.change.population.race.Islander,prop.change.population.race.Other,prop.change.population.race.Latino,prop.change.households.Nonfamily,prop.change.housing.Owner.Occupied,prop.change.population.Owner.Occupied,prop.change.population.Renter.Occupied,prop.change.housing.householder.race.White,prop.change.housing.householder.race.Black,prop.change.housing.householder.race.Native,prop.change.housing.householder.race.Islander,prop.change.housing.householder.race.Other,prop.change.housing.owner.occupied.householder.race.White,prop.change.housing.owner.occupied.householder.race.Black,prop.change.housing.owner.occupied.householder.race.Native,prop.change.housing.owner.occupied.householder.race.Islander,prop.change.housing.owner.occupied.householder.race.Other,prop.change.housing.renter.occupied.householder.race.White,prop.change.housing.renter.occupied.householder.race.Black,prop.change.housing.renter.occupied.householder.race.Native,prop.change.housing.renter.occupied.householder.race.Islander,prop.change.housing.renter.occupied.householder.race.Other,prop.change.household.size.renter.occupied,prop.change.household.size.owner.occupied,prop.change.household.size
Eligible,2000-2010,2300,0.015135539,0.004743356,-0.127931929,0.103364292,-0.15026853,0.285334363,-0.601516386,-0.432061561,NA,0.99251139,0.16133138,-0.045388438,-0.008880397,0.012739536,-0.030252416,0.210934805,-0.305493274,-0.358916868,0.513234168,-0.02179381,0.212546816,-0.514981273,-0.417977528,0.433968409,-0.039400176,0.147113594,-0.283054004,-0.139664804,0.577281192,-0.074336907,0.027820771,-0.013276292
Eligible,2000-2010,2400,0.1611699,-0.079320911,0.028463854,-0.181379503,-0.387417585,0.105292553,-0.23923136,-0.559373819,9.299636973,0.738407978,-0.173474567,-0.018165085,-0.048026611,0.061554184,-0.109667025,0.36066482,0.461904762,-0.138245614,0.449806907,-0.083284042,0.535971223,0.097122302,-0.216341213,0.572541966,-0.13628938,0.314757161,0.646118721,0.058219178,0.368202574,0.188050014,0.115184682,0.151823765
Eligible,2000-2010,2600,0.05167757,-0.06180259,0.062894862,-0.096148787,-0.308511086,-0.066731745,-0.656228564,-0.435523233,Inf,0.274360281,-0.231834459,-0.110881538,-0.068696802,0.147487828,-0.098703773,0.020123839,-0.081888545,-0.183900929,0.211397059,-0.073299889,-0.374176548,-0.541062802,-0.139492754,0.255328218,-0.058734369,0.454022989,0.110344828,-0.206896552,0.025747126,-0.043711238,0.106284995,0.061317587
Eligible,2000-2010,2700,0.239775118,-0.073802283,-0.057919744,-0.188949533,-0.392359801,0.142624179,0.720657587,-0.661245537,Inf,0.270687174,-0.208501937,-0.034801838,-0.021848203,0.038923833,-0.20853438,0.170349252,1.131010929,-0.065346084,0.395398804,-0.183815552,1.905063291,2.098734177,-0.612658228,0.346646161,-0.236362102,-0.208496017,0.688003391,0.432245302,0.428867365,0.147548223,0.178164557,0.1626474
Eligible,2000-2010,2900,-0.013913018,-0.05674021,0.107445564,-0.017066368,-0.424438287,0.030604755,-0.404696962,-0.077073589,0.091388903,0.393200971,-0.080954147,-0.074290703,-0.055890404,0.026174645,-0.196430805,0.05018529,0.456551724,-0.055938697,0.622207764,-0.106569715,-0.278236705,4.463347165,0.092669433,0.647816,-0.295025418,0.119181438,-0.108585859,-0.252910053,0.623647186,0.016129479,0.085777069,0.05391712
Eligible,2000-2010,3000,0.242710525,0.0509614,-0.039604935,-0.265256936,-0.395344889,-0.068779551,0.164067622,0.178275946,21.08582354,1.4224177,-0.158102666,-0.057394379,-0.075526653,0.335615908,-0.195658692,0.032758621,1.065517241,0.549137931,2.0344537,-0.173726566,0.205206565,1.191284663,0.314770798,1.853399454,-0.254302763,-0.21858732,0.663652803,0.663652803,2.433950016,0.276756802,0.172768293,0.195624725
Gentrified,2000-2010,3100,0.124817732,0.167734469,-0.06507682,-0.235594292,-0.341132841,0.588335124,1.698764105,-0.066275812,-1,1.410062046,-0.013991015,-0.108003691,-0.121674436,0.357237446,-0.183053668,0.705703965,3.040561031,0.161991408,2.25324583,-0.11873106,-0.200624291,7.526674234,0.279001135,1.955267774,-0.303122013,0.521338251,1.157534247,-0.101027397,2.488013699,0.14750521,0.098270728,0.112851451
Eligible,2000-2010,3200,0.196706662,-0.12751666,0.058408727,-0.145841174,-0.421146107,0.104324228,-0.28179725,0.989687618,Inf,0.335346308,-0.111468844,-0.068538261,-0.081574778,0.045490403,-0.206404482,0.649624251,0.111484632,1.615257958,0.549985345,-0.157692308,-0.438461538,2.369230769,NA,0.553589744,-0.225300198,0.644884793,-0.052329749,1.538402458,0.55016944,0.164840856,0.141066714,0.14902049
Eligible,2000-2010,3300,0.198293168,-0.082574493,-0.098657141,-0.038098267,-0.357025835,0.121085135,-0.492262167,-0.404254276,0.949713277,0.592551247,-0.197684609,-0.138037254,-0.115543601,0.229851432,-0.105070396,0.25130177,0.080669711,-0.536855838,0.545609005,-0.090700344,0.567164179,-0.373134328,-0.462686567,0.810945274,-0.095130669,0.020703934,0.286601597,NA,0.278881988,0.1328125,0.120401423,0.13674714
Eligible,2000-2010,3401,0.221574098,-0.066763361,-0.012395172,-0.144336648,-0.292970201,0.64981013,-0.131372052,1.070229943,Inf,2.006388947,-0.050584669,-0.060357246,-0.135534141,0.203614511,-0.125165126,0.872384141,0.005174644,0.898663217,2.661707633,-0.075387732,1.406917885,0.069741282,0.925534308,3.110058611,-0.191238302,0.679393763,-0.082191781,0.765015806,2.192376415,0.261728876,0.059455308,0.146669817
