GEOID,tot_pop,med_income,ed_hs,rc_white,lang_eng,percEng,percWhite,geometry
170300,8335,65417,3756,6511,68.2,68.2,78.11637672465507,"list(list(c(-71.029319, -71.029012, -71.028614, -71.028096, -71.028257, -71.023036, -71.023002, -71.022161, -71.021532, -71.021117, -71.021005, -71.021168, -71.025777, -71.018295, -71.014595, -71.013983, -71.013058, -71.009495, -71.011995, -71.010295, -71.011579, -71.010385, -71.00972, -71.008626, -71.003225, -71.004595, -71.003275, -71.001094, -70.997371, -70.997234, -70.99913, -70.99924, -71.003725, -71.005678, -71.008367, -71.008548, -71.00862, -71.008935, -71.010665, -71.010812, -71.013867, -71.012487, 
-71.010549, -71.005873, -71.006691, -71.00791, -71.008379, -71.008517, -71.008968, -71.011194, -71.012105, -71.014463, -71.014669, -71.018658, -71.018827, -71.018975, -71.020134, -71.027894, -71.029319, 42.421877, 42.422554, 42.423302, 42.424097, 42.424148, 42.43346, 42.433521, 42.435022, 42.436157, 42.436914, 42.437117, 42.439185, 42.444753, 42.449596, 42.445596, 42.444986, 42.443967, 42.441196, 42.439696, 42.438696, 42.436179, 42.434053, 42.433862, 42.434353, 42.432403, 42.430391, 42.42971, 42.431296, 
42.431069, 42.431051, 42.428492, 42.428347, 42.422308, 42.423152, 42.425484, 42.425625, 42.425686, 42.425912, 42.424643, 42.42451, 42.422384, 42.422011, 42.42142, 42.419516, 42.418414, 42.416755, 42.416113, 42.416202, 42.416813, 42.418385, 42.417231, 42.417905, 42.417963, 42.419093, 42.418885, 42.418606, 42.419109, 42.421437, 42.421877)))"
170400,5004,41829,2194,4449,58.2,58.2,88.90887290167866,"list(list(c(-70.983946, -70.986715, -70.987938, -70.989545, -70.990699, -70.992336, -70.993495, -70.994677, -70.995651, -71.000172, -71.002171, -71.003714, -71.003394, -71.006241, -71.007513, -71.008379, -71.00791, -71.006691, -71.005873, -71.010549, -71.012487, -71.013867, -71.010812, -71.010665, -71.008935, -71.00862, -71.008548, -71.008367, -71.005678, -71.003725, -70.99924, -70.99913, -70.997234, -70.995714, -70.995126, -70.994849, -70.994702, -70.992023, -70.99012, -70.983708, -70.983946, 42.431358, 
42.427601, 42.426036, 42.423935, 42.422302, 42.420216, 42.418615, 42.417163, 42.415816, 42.409624, 42.410489, 42.41396, 42.416561, 42.416006, 42.416053, 42.416113, 42.416755, 42.418414, 42.419516, 42.42142, 42.422011, 42.422384, 42.42451, 42.424643, 42.425912, 42.425686, 42.425625, 42.425484, 42.423152, 42.422308, 42.428347, 42.428492, 42.431051, 42.430855, 42.431145, 42.43115, 42.431391, 42.434135, 42.434877, 42.431663, 42.431358)))"
170501,3288,37604,1368,2342,55.5,55.5,71.22871046228711,"list(list(c(-70.9905596943417, -70.991008, -70.992017, -70.992408, -70.992686, -70.993783, -70.993536, -70.993476, -70.993116, -70.993089, -70.994306, -70.998503, -70.998827, -70.999287, -70.999522, -70.99992, -71.000172, -70.995651, -70.994677, -70.993495, -70.992336, -70.990699, -70.989545, -70.987938, -70.984828, -70.984204, -70.983996, -70.983741, -70.9837042442038, -70.9868150009499, -70.987694, -70.9905596943417, 42.4072148092754, 42.407223, 42.407289, 42.407238, 42.407202, 42.407553, 42.40858, 
42.40884, 42.410189, 42.411573, 42.412079, 42.410637, 42.410422, 42.410002, 42.409937, 42.409737, 42.409624, 42.415816, 42.417163, 42.418615, 42.420216, 42.422302, 42.423935, 42.426036, 42.424143, 42.423509, 42.42313, 42.422933, 42.4228928547472, 42.4180612538438, 42.416696, 42.4072148092754)))"
170502,3187,48019,1217,2870,81,81,90.05334170065893,"list(list(c(-70.9608247009173, -70.960835, -70.9638487815158, -70.9683996992147, -70.982994, -70.9830524559303, -70.9831306432584, -70.9837042442038, -70.983741, -70.983996, -70.984204, -70.984828, -70.987938, -70.986715, -70.983946, -70.983708, -70.979894, -70.975194, -70.971594, -70.968594, -70.966293, -70.966096, -70.966303, -70.9607421170131, -70.9608247009173, 42.441410142771, 42.441272, 42.4389223411947, 42.4353742725017, 42.423996, 42.4239052067465, 42.4237837668539, 42.4228928547472, 42.422933, 
42.42313, 42.423509, 42.424143, 42.426036, 42.427601, 42.431358, 42.431663, 42.432396, 42.436896, 42.442696, 42.444396, 42.443497, 42.443507, 42.443037, 42.4425178500922, 42.441410142771)))"
170601,5436,46250,2374,3597,55.1,55.1,66.16997792494482,"list(list(c(-71.013674, -71.013549, -71.012109, -71.011635, -71.011234, -71.009869, -71.008925, -71.008505, -71.008379, -71.007513, -71.006241, -71.003394, -71.003714, -71.002171, -71.000172, -71.000208, -71.003537, -71.004423, -71.004279, -71.005247, -71.011272, -71.013395, -71.009629, -71.009445, -71.009377, -71.009396, -71.010861, -71.010892, -71.013772, -71.018126, -71.014545, -71.014192, -71.013674, 42.407936, 42.408154, 42.410406, 42.411161, 42.411781, 42.413936, 42.415374, 42.415936, 42.416113, 
42.416053, 42.416006, 42.416561, 42.41396, 42.410489, 42.409624, 42.409573, 42.405714, 42.404978, 42.404928, 42.403557, 42.396589, 42.397398, 42.400167, 42.400475, 42.40085, 42.401183, 42.401689, 42.401795, 42.402964, 42.403378, 42.406491, 42.407046, 42.407936)))"
170701,1753,42695,599,1459,55.2,55.2,83.22875071306332,"list(list(c(-70.9905596943417, -70.990595, -70.9892164824447, -70.989195, -70.9891784088456, -70.9879447494382, -70.9877231185748, -70.991318, -70.991278, -70.991369, -70.991862, -70.991996, -70.99203, -70.992208, -70.994454, -70.99458, -70.995047, -70.992736, -70.996811, -70.998223, -70.998637, -71.004825, -71.002712, -71.002593, -71.00253, -71.002206, -71.001736, -70.998477, -70.997522, -70.997352, -70.997208, -70.997091, -70.996567, -70.994112, -70.992807, -70.992143, -70.992408, -70.992017, -70.991008, 
-70.9905596943417, 42.4072148092754, 42.407098, 42.4026670507152, 42.402598, 42.4025957590268, 42.4024291282078, 42.4023991924475, 42.400058, 42.399854, 42.398918, 42.397994, 42.397562, 42.396989, 42.396688, 42.393316, 42.393329, 42.393566, 42.397931, 42.400464, 42.39923, 42.400568, 42.401726, 42.404392, 42.404351, 42.40433, 42.404177, 42.403907, 42.401569, 42.400907, 42.401023, 42.401127, 42.401184, 42.401429, 42.404917, 42.405354, 42.405534, 42.407238, 42.407289, 42.407223, 42.4072148092754)))"
170702,6626,58175,3028,3029,26.8,26.8,45.71385451252641,"list(list(c(-71.002712, -71.003644, -71.004279, -71.004423, -71.003537, -71.000208, -71.000172, -70.99992, -70.999522, -70.999287, -70.998827, -70.998503, -70.994306, -70.993089, -70.993116, -70.993476, -70.993536, -70.993783, -70.992686, -70.992408, -70.992143, -70.992807, -70.994112, -70.996567, -70.997091, -70.997208, -70.997352, -70.997522, -70.998477, -71.001736, -71.002206, -71.00253, -71.002593, -71.002712, 42.404392, 42.40471, 42.404928, 42.404978, 42.405714, 42.409573, 42.409624, 42.409737, 
42.409937, 42.410002, 42.410422, 42.410637, 42.412079, 42.411573, 42.410189, 42.40884, 42.40858, 42.407553, 42.407202, 42.407238, 42.405534, 42.405354, 42.404917, 42.401429, 42.401184, 42.401127, 42.401023, 42.400907, 42.401569, 42.403907, 42.404177, 42.40433, 42.404351, 42.404392)))"
170800,4495,50453,2154,3828,61.9,61.9,85.16129032258064,"list(list(c(-70.9836247568998, -70.9835228238306, -70.9834338941699, -70.983426186556, -70.9819268559927, -70.9817347432419, -70.9804336948162, -70.980655, -70.980891, -70.981454, -70.982078, -70.982602, -70.983305, -70.986053, -70.987289, -70.987442, -70.989771, -70.993818, -70.994286, -70.994454, -70.992208, -70.99203, -70.991996, -70.991862, -70.991369, -70.991278, -70.991318, -70.9877231185748, -70.9871880711763, -70.9860535838529, -70.985068048039, -70.9844130016671, -70.9836247568998, 42.3969465975515, 
42.3965868334362, 42.3962729637475, 42.3962457603784, 42.3939499119572, 42.3936557395002, 42.3916635104033, 42.391486, 42.391341, 42.390844, 42.390621, 42.390671, 42.389388, 42.388116, 42.388734, 42.392742, 42.39324, 42.392924, 42.393299, 42.393316, 42.396688, 42.396989, 42.397562, 42.397994, 42.398918, 42.399854, 42.400058, 42.4023991924475, 42.4023269234033, 42.4021736877933, 42.4020405711171, 42.3997286405494, 42.3969465975515)))"
180101,4584,55341,1579,3940,84.9,84.9,85.95113438045375,"list(list(c(-70.9714026963347, -70.9717399889549, -70.9721383414399, -70.9722679004533, -70.9725126278912, -70.9727057913685, -70.9726435230866, -70.973743, -70.974944, -70.975036, -70.975512, -70.976412, -70.976653, -70.977445, -70.9791, -70.981384, -70.982135, -70.982344, -70.983142, -70.987287, -70.987848, -70.988281, -70.986901, -70.986053, -70.983305, -70.982602, -70.982078, -70.981454, -70.980891, -70.980655, -70.9804336948162, -70.9803356214526, -70.9758829063834, -70.9733365043636, -70.9727057913685, 
-70.9701947073389, -70.9714026963347, 42.3872814568724, 42.3870706486784, 42.3860249714752, 42.3856848784375, 42.3850424677272, 42.3817587410181, 42.3811858779163, 42.381056, 42.380882, 42.380956, 42.381257, 42.381837, 42.381948, 42.380833, 42.379477, 42.380991, 42.381517, 42.381605, 42.384595, 42.385867, 42.386449, 42.387107, 42.386915, 42.388116, 42.389388, 42.390671, 42.390621, 42.390844, 42.391341, 42.391486, 42.3916635104033, 42.3915133356636, 42.3906115202023, 42.3900957933532, 42.3899680540477, 
42.388036451092, 42.3872814568724)))"
180200,3854,63425,925,3486,87.6,87.6,90.45147898287493,"list(list(c(-70.98572, -70.987524, -70.98874, -70.988913, -70.989361, -70.989802, -70.990693, -70.992163, -70.99264, -70.993811, -70.997994, -70.994648, -70.994681, -70.994413, -70.994239, -70.988281, -70.987848, -70.987287, -70.983142, -70.982344, -70.982135, -70.981384, -70.9791, -70.980306, -70.979904, -70.98262, -70.984189, -70.984533, -70.98572, 42.372789, 42.375917, 42.375484, 42.375341, 42.37576, 42.376764, 42.376682, 42.377043, 42.376821, 42.377122, 42.378197, 42.38115, 42.382709, 42.383732, 
42.384647, 42.387107, 42.386449, 42.385867, 42.384595, 42.381605, 42.381517, 42.380991, 42.379477, 42.37786, 42.375778, 42.374601, 42.373794, 42.372654, 42.372789)))"
180301,3051,90778,664,2953,89.9,89.9,96.78793838085873,"list(list(c(-70.980894, -70.979566, -70.981985, -70.987333, -70.989687, -70.994909, -70.996975, -70.998328, -70.99721, -70.996154, -70.993811, -70.99264, -70.992163, -70.990693, -70.989802, -70.989361, -70.988913, -70.98874, -70.987524, -70.98572, -70.984533, -70.981063, -70.981006, -70.980894, 42.370298, 42.370278, 42.368351, 42.367408, 42.367536, 42.369205, 42.370483, 42.371689, 42.374209, 42.376261, 42.377122, 42.376821, 42.377043, 42.376682, 42.376764, 42.37576, 42.375341, 42.375484, 42.375917, 
42.372789, 42.372654, 42.371621, 42.371059, 42.370298)))"
180400,1814,68994,684,1484,77.4,77.4,81.80815876515987,"list(list(c(-70.979566, -70.980894, -70.981006, -70.981063, -70.984533, -70.984189, -70.98262, -70.979904, -70.980306, -70.9791, -70.977445, -70.976653, -70.976412, -70.975512, -70.975036, -70.974944, -70.974435, -70.972424, -70.971154, -70.971609, -70.972839, -70.972778, -70.973645, -70.97399, -70.973994, -70.976562, -70.979566, 42.370278, 42.370298, 42.371059, 42.371621, 42.372654, 42.373794, 42.374601, 42.375778, 42.37786, 42.379477, 42.380833, 42.381948, 42.381837, 42.381257, 42.380956, 42.380882, 
42.377126, 42.374523, 42.372718, 42.372602, 42.37232, 42.372128, 42.371068, 42.370211, 42.370198, 42.370235, 42.370278)))"
180500,4008,70444,1088,3649,87.6,87.6,91.04291417165669,"list(list(c(-70.9725135289618, -70.972472393276, -70.9724581684592, -70.9722228864185, -70.9707121140765, -70.9681051837936, -70.9680989116326, -70.9680367705504, -70.9664039298422, -70.9632496137716, -70.964476, -70.964688, -70.964432, -70.962977, -70.967048, -70.967495, -70.968293, -70.968435, -70.968754, -70.969146, -70.972339, -70.974922, -70.977695, -70.978927, -70.977887, -70.973815, -70.97377, -70.976562, -70.973994, -70.97399, -70.973645, -70.972778, -70.972839, -70.971609, -70.971154, -70.972424, 
-70.974435, -70.974944, -70.973743, -70.9726435230866, -70.9725425260904, -70.9725135289618, 42.3799899425994, 42.3796114976531, 42.3794806305022, 42.3773160549687, 42.3751120063752, 42.3713087854239, 42.3712996350394, 42.3712089781212, 42.3688268453758, 42.3642250495222, 42.362905, 42.361239, 42.360143, 42.35936, 42.356954, 42.356884, 42.356268, 42.35615, 42.355916, 42.355801, 42.353922, 42.356167, 42.357732, 42.359724, 42.363137, 42.365896, 42.369449, 42.370235, 42.370198, 42.370211, 42.371068, 
42.372128, 42.37232, 42.372602, 42.372718, 42.374523, 42.377126, 42.380882, 42.381056, 42.3811858779163, 42.3802567138104, 42.3799899425994)))"
