GEOID,DP03_0062E,DP03_0062M,DP02_0059E,DP02_0059M,DP02_0060E,DP02_0060M,DP02_0061E,DP02_0061M,DP02_0062E,DP02_0062M,DP02_0063E,DP02_0063M,DP02_0067E,DP02_0067M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0039E,DP05_0039M,DP05_0047E,DP05_0047M,DP02_0111PE,DP02_0111PM,DP02_0113E,DP02_0113M,DP02_0114E,DP02_0114M,NAME,B01001_001E,B01001_001M,geometry,adjMHI,percEng,percWhite,"GEOID == str_remove(bos_acs10$GEOID, ""25025"")"
980300,NA,NA,19,28,126,120,134,117,50,50,16,29,NA,NA,251,205,110,94,0,127,30,28,0,127,68.5,10.6,74,64,78,79,"Census Tract 9803, Suffolk County, Massachusetts",425,340,"list(list(c(-71.095145, -71.093977, -71.093545, -71.093296, -71.092982, -71.092692, -71.092172, -71.089079, -71.084923, -71.085246, -71.085903, -71.086404, -71.086992, -71.089635, -71.091568, -71.093173, -71.094273, -71.094583, -71.095377, -71.095759, -71.0962, -71.096402, -71.103291, -71.104661, -71.106064, -71.106655, -71.106703, -71.105702, -71.10485, -71.10456, -71.104335, -71.103874, -71.103761, -71.102695, -71.100639, -71.097926, -71.097866, -71.097848, -71.097746, -71.097088, -71.096248, -71.09598, 
-71.095145, 42.313282, 42.312694, 42.31186, 42.310988, 42.310555, 42.310269, 42.309859, 42.30753, 42.304428, 42.303446, 42.301381, 42.300003, 42.298142, 42.297498, 42.296749, 42.294613, 42.293302, 42.29298, 42.292239, 42.291973, 42.292929, 42.293235, 42.299806, 42.300271, 42.300445, 42.30088, 42.301152, 42.301665, 42.30232, 42.302585, 42.302763, 42.303162, 42.303289, 42.306036, 42.306191, 42.310036, 42.310437, 42.311067, 42.311545, 42.312151, 42.312492, 42.312671, 42.313282)))",NA,68.5,59.05882352941177,FALSE
980700,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9807, Suffolk County, Massachusetts",0,127,"list(list(c(-71.143956, -71.143731, -71.143573, -71.141378, -71.140653, -71.140753, -71.139955, -71.140039, -71.139525, -71.13902, -71.138505, -71.137565, -71.136592, -71.133781, -71.13351, -71.132703, -71.131121, -71.131987, -71.132547, -71.131617, -71.127334, -71.126922, -71.128195, -71.131509, -71.133615, -71.130756, -71.128928, -71.132354, -71.133965, -71.136434, -71.132333, -71.136285, -71.138998, -71.139394, -71.138103, -71.140196, -71.142834, -71.144116, -71.145529, -71.146999, -71.146214, 
-71.150086, -71.147289, -71.143664, -71.145306, -71.145705, -71.145649, -71.145231, -71.142569, -71.143956, 42.280502, 42.280302, 42.280132, 42.277728, 42.275179, 42.274344, 42.274161, 42.273574, 42.273551, 42.273218, 42.272616, 42.271992, 42.27151, 42.274396, 42.274543, 42.274037, 42.273047, 42.272358, 42.2699, 42.268649, 42.264503, 42.261867, 42.260509, 42.262221, 42.261021, 42.258303, 42.258084, 42.25604, 42.254313, 42.249656, 42.24823, 42.246316, 42.24884, 42.252523, 42.255307, 42.258456, 42.255943, 
42.25932, 42.259229, 42.26142, 42.263854, 42.267577, 42.269994, 42.272847, 42.274744, 42.27505, 42.275727, 42.276332, 42.277379, 42.280502)))",NA,NA,NaN,FALSE
981000,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9810, Suffolk County, Massachusetts",0,127,"list(list(c(-71.115434, -71.121294, -71.122172, -71.123077, -71.123125, -71.124203, -71.126396, -71.13055, -71.129326, -71.12935, -71.129819, -71.1298, -71.130068, -71.129622, -71.127925, -71.125161, -71.124672, -71.123084, -71.121671, -71.121564, -71.121463, -71.119521, -71.120069, -71.119789, -71.118796, -71.117661, -71.120197, -71.115434, 42.298903, 42.295199, 42.294556, 42.293735, 42.293772, 42.292719, 42.290198, 42.293705, 42.296497, 42.296644, 42.297564, 42.297882, 42.298184, 42.298529, 42.300157, 
42.303195, 42.305194, 42.305163, 42.308656, 42.308667, 42.308685, 42.306715, 42.305194, 42.304054, 42.302996, 42.302553, 42.300947, 42.298903)))",NA,NA,NaN,FALSE
981100,NA,NA,3,6,6,11,6,10,11,16,0,127,NA,NA,37,41,14,18,0,127,3,5,0,127,69,14.9,3,6,16,18,"Census Tract 9811, Suffolk County, Massachusetts",71,69,"list(list(c(-71.096105, -71.096316, -71.099632, -71.099301, -71.09832, -71.104123, -71.107535, -71.10858, -71.109191, -71.109482, -71.110374, -71.114188, -71.115342, -71.112232, -71.112183, -71.109428, -71.105401, -71.107947, -71.112628, -71.1134, -71.114, -71.115368, -71.113909, -71.11287, -71.110061, -71.109596, -71.105464, -71.105359, -71.105117, -71.104687, -71.104661, -71.103291, -71.096402, -71.0962, -71.095759, -71.093887, -71.095026, -71.096105, 42.286043, 42.285818, 42.282336, 42.282139, 
42.28163, 42.276217, 42.278202, 42.275395, 42.274363, 42.274577, 42.275065, 42.2771, 42.278039, 42.280214, 42.281936, 42.284652, 42.286718, 42.288616, 42.292191, 42.293118, 42.29374, 42.294572, 42.295831, 42.296662, 42.297927, 42.299098, 42.298979, 42.299288, 42.299676, 42.300171, 42.300271, 42.299806, 42.293235, 42.292929, 42.291973, 42.287668, 42.287143, 42.286043)))",NA,69,52.11267605633803,FALSE
981201,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9812.01, Suffolk County, Massachusetts",0,127,"list(list(c(-71.0118038632991, -71.0143661924634, -71.018482, -71.022818, -71.025065, -71.032521, -71.037197, -71.039794, -71.043813, -71.045665, -71.045414, -71.046227, -71.047754, -71.048946, -71.049406, -71.050244, -71.050244, -71.050604, -71.050787, -71.050925, -71.051035, -71.05125, -71.051368, -71.051578, -71.051653, -71.05175, -71.051994, -71.052093, -71.052392, -71.052565, -71.052624, -71.052649, -71.052501, -71.052119, -71.05193, -71.048223, -71.048068, -71.047385, -71.044053, -71.039791, 
-71.03904, -71.037248, -71.036044, -71.035207, -71.031143, -71.029533, -71.027084, -71.026388, -71.025155, -71.025001, -71.025009, -71.025026, -71.025071, -71.025133, -71.021947, -71.018283, -71.013366, -71.010992, -71.010669, -71.0101457949949, -71.0118038632991, 42.3352744630552, 42.3291562462036, 42.329554, 42.33133, 42.331146, 42.327732, 42.327616, 42.328238, 42.328208, 42.326823, 42.323798, 42.323285, 42.322574, 42.323492, 42.322582, 42.322017, 42.320962, 42.320758, 42.32083, 42.320876, 42.32107, 
42.321308, 42.32141, 42.321541, 42.32171, 42.321667, 42.32146, 42.321469, 42.322976, 42.327112, 42.328597, 42.32915, 42.329142, 42.329061, 42.329148, 42.330098, 42.330102, 42.330136, 42.330192, 42.330088, 42.329957, 42.329525, 42.329348, 42.32935, 42.330653, 42.331432, 42.332409, 42.332617, 42.332923, 42.333021, 42.333281, 42.334095, 42.335802, 42.33831, 42.337847, 42.338797, 42.338887, 42.339642, 42.339319, 42.3392335256068, 42.3352744630552)))",NA,NA,NaN,FALSE
981202,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9812.02, Suffolk County, Massachusetts",0,127,"list(list(c(-71.010994, -71.0086732892561, -71.0095039283449, -71.0096962521498, -71.0101457949949, -71.010669, -71.010992, -71.013366, -71.018283, -71.021947, -71.025133, -71.027255, -71.029317, -71.035486, -71.037522, -71.042475, -71.044383, -71.045559, -71.046094, -71.047072, -71.041406, -71.039493, -71.037451, -71.037314, -71.035134, -71.035778, -71.033404, -71.033623, -71.029659, -71.022043, -71.019041, -71.018921, -71.012357, -71.010994, 42.342698, 42.3427495100284, 42.3407661465553, 42.3403069242351, 
42.3392335256068, 42.339319, 42.339642, 42.338887, 42.338797, 42.337847, 42.33831, 42.338271, 42.338238, 42.338141, 42.338095, 42.33801, 42.33798, 42.338718, 42.339051, 42.339701, 42.344526, 42.344487, 42.343214, 42.343216, 42.3466, 42.347757, 42.350864, 42.348142, 42.3517, 42.348679, 42.345277, 42.343739, 42.342674, 42.342698)))",NA,NA,NaN,FALSE
981300,73625,36158,0,127,0,127,19,15,0,127,10,16,NA,NA,195,75,10,17,0,127,9,15,0,127,79.4,13.6,19,32,29,27,"Census Tract 9813, Suffolk County, Massachusetts",243,89,"list(list(c(-70.9922527746635, -70.9958708927819, -70.997804, -70.998971, -70.998632, -71.000025, -71.001606, -71.002095, -71.0027497900422, -71.0051038391369, -71.0068767606889, -71.0069393248425, -71.0076444142901, -71.008538, -71.016578, -71.018251, -71.027005, -71.026352, -71.028088, -71.026275, -71.027633, -71.027887, -71.028866, -71.030684, -71.031224, -71.032036, -71.033387, -71.032867, -71.030998, -71.033923, -71.034742, -71.034449, -71.032977, -71.027739, -71.025103, -71.022658, -71.022276, 
-71.021562, -71.015724, -71.015625, -71.014752, -71.013454, -71.011268, -71.011172, -71.011119, -71.008856, -71.005701, -71.000206, -71.000055, -70.999689, -70.999494, -70.999347, -70.99898, -70.997994, -70.993811, -70.996154, -70.99721, -70.999007, -70.998406, -70.998497, -70.998942, -70.999046, -70.999651, -70.996639, -70.993666, -70.98629, -70.986279, -70.985308, -70.984932, -70.984706, -70.985182, -70.982593, -70.9822817138618, -70.9873220789828, -70.9912126123492, -70.9922527746635, 42.3539648729426, 
42.3532554387992, 42.353463, 42.354381, 42.355326, 42.355716, 42.35541, 42.354325, 42.3497904956693, 42.3482211296062, 42.3470391819048, 42.3468897939712, 42.3452062124081, 42.345196, 42.350386, 42.351841, 42.355983, 42.357222, 42.358333, 42.36385, 42.365005, 42.365335, 42.365751, 42.366557, 42.366783, 42.367122, 42.367734, 42.368434, 42.370043, 42.371932, 42.372461, 42.372711, 42.372793, 42.37722, 42.379736, 42.379756, 42.379906, 42.380143, 42.380482, 42.380313, 42.379304, 42.380871, 42.380653, 
42.380718, 42.380803, 42.380017, 42.37904, 42.377754, 42.377706, 42.377731, 42.377648, 42.377665, 42.377895, 42.378197, 42.377122, 42.376261, 42.374209, 42.372294, 42.368451, 42.368221, 42.364762, 42.364765, 42.36381, 42.361557, 42.36253, 42.362196, 42.36211, 42.360667, 42.359304, 42.357496, 42.356687, 42.355997, 42.3559199807493, 42.3549316749519, 42.3541688261128, 42.3539648729426)))",80508.9375,79.4,80.24691358024691,FALSE
981501,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9815.01, Suffolk County, Massachusetts",0,127,"list(list(c(-71.167625, -71.163716, -71.161904, -71.161878, -71.159598, -71.155303, -71.147507, -71.145098, -71.143501, -71.139997, -71.136303, -71.131997, -71.133197, -71.130997, -71.127497, -71.123297, -71.123168, -71.118497, -71.117197, -71.117193, -71.116995, -71.116929, -71.117099, -71.110591, -71.110433, -71.108798, -71.103017, -71.099196, -71.097859, -71.094042, -71.091297, -71.091184, -71.087445, -71.083307, -71.079238, -71.077095, -71.075837, -71.075795, -71.075746, -71.071628, -71.068446, 
-71.072348, -71.072359, -71.072057, -71.072037, -71.072071, -71.073444, -71.073405, -71.073302, -71.075049, -71.075219, -71.077575, -71.081595, -71.08171, -71.085915, -71.086558, -71.08982, -71.093191, -71.09778, -71.100255, -71.10211, -71.103318, -71.110706, -71.111472, -71.114457, -71.117963, -71.118195, -71.119209, -71.123735, -71.126265, -71.127902, -71.129953, -71.130648, -71.132803, -71.135452, -71.144514, -71.146171, -71.147927, -71.153994, -71.160866, -71.161574, -71.16187, -71.163368, -71.169474, 
-71.167625, 42.360073, 42.358249, 42.359128, 42.359141, 42.359996, 42.359898, 42.361788, 42.364492, 42.364969, 42.364496, 42.366912, 42.369696, 42.372596, 42.373796, 42.372996, 42.368996, 42.36898, 42.368397, 42.367197, 42.364229, 42.361173, 42.358716, 42.355594, 42.352585, 42.352569, 42.352397, 42.352638, 42.352797, 42.353034, 42.35371, 42.354197, 42.354233, 42.355417, 42.356729, 42.358018, 42.358697, 42.361504, 42.361597, 42.361662, 42.367158, 42.366596, 42.361372, 42.360879, 42.360138, 42.359717, 
42.359449, 42.356139, 42.355965, 42.355812, 42.355325, 42.355507, 42.354876, 42.353704, 42.353673, 42.352526, 42.352372, 42.351493, 42.35098, 42.350596, 42.350785, 42.350888, 42.350985, 42.351817, 42.351878, 42.352551, 42.35481, 42.366683, 42.367537, 42.36832, 42.36938, 42.372597, 42.372684, 42.368535, 42.366127, 42.364849, 42.362933, 42.361657, 42.360645, 42.359316, 42.358645, 42.35826, 42.358138, 42.357937, 42.358047, 42.360073)))",NA,NA,NaN,FALSE
981502,NA,NA,0,127,0,127,26,37,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,0,51.7,26,37,38,55,"Census Tract 9815.02, Suffolk County, Massachusetts",52,76,"list(list(c(-71.003644, -71.002712, -71.004825, -70.998637, -70.998223, -70.996811, -70.992736, -70.995047, -70.995076, -70.995086, -70.998233, -71.002303, -71.005972, -71.008579, -71.011609, -71.010001, -71.01193, -71.011272, -71.005247, -71.004279, -71.003644, 42.40471, 42.404392, 42.401726, 42.400568, 42.39923, 42.400464, 42.397931, 42.393566, 42.393529, 42.393511, 42.390266, 42.392384, 42.392821, 42.393387, 42.393493, 42.39549, 42.395752, 42.396589, 42.403557, 42.404928, 42.40471)))",NA,0,0,FALSE
981600,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9816, Suffolk County, Massachusetts",0,127,"list(list(c(-70.999388, -70.996403, -70.996729, -70.994731, -70.994454, -70.994286, -70.993818, -70.989771, -70.987442, -70.987289, -70.986053, -70.986901, -70.988281, -70.994239, -70.994413, -70.994681, -71.00076, -71.000018, -70.996423, -70.996182, -71.001105, -70.999388, 42.388331, 42.388414, 42.390291, 42.392888, 42.393316, 42.393299, 42.392924, 42.39324, 42.392742, 42.388734, 42.388116, 42.386915, 42.387107, 42.384647, 42.383732, 42.382709, 42.384512, 42.385629, 42.384351, 42.385396, 42.386965, 
42.388331)))",NA,NA,NaN,FALSE
981700,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,0,127,0,127,0,127,NA,NA,0,127,0,127,"Census Tract 9817, Suffolk County, Massachusetts",0,127,"list(list(c(-71.069406, -71.068916, -71.067642, -71.065792, -71.06499, -71.063653, -71.063169, -71.061956, -71.062257, -71.063042, -71.063308, -71.063592, -71.064235, -71.064366, -71.064562, -71.067469, -71.070655, -71.070704, -71.071079, -71.071637, -71.072122, -71.072511, -71.071296, -71.069406, 42.356216, 42.356319, 42.356603, 42.357001, 42.357195, 42.357566, 42.357748, 42.356534, 42.356268, 42.355514, 42.355209, 42.354759, 42.353394, 42.353064, 42.352383, 42.352495, 42.351854, 42.35194, 42.352673, 
42.353831, 42.354641, 42.355453, 42.355771, 42.356216)))",NA,NA,NaN,FALSE
981800,218419,163605,0,127,0,127,0,127,0,127,0,127,NA,NA,53,57,0,127,0,127,0,127,0,127,60.2,25.4,0,127,35,54,"Census Tract 9818, Suffolk County, Massachusetts",88,107,"list(list(c(-71.1185, -71.118826, -71.119104, -71.119785, -71.120779, -71.12119, -71.121444, -71.121782, -71.122244, -71.123301, -71.1235, -71.125847, -71.125311, -71.123835, -71.119515, -71.119516, -71.119586, -71.119539, -71.116608, -71.115929, -71.115589, -71.115304, -71.115303, -71.115008, -71.115079, -71.113437, -71.111488, -71.110693, -71.110894, -71.111584, -71.110637, -71.108617, -71.105938, -71.105526, -71.105131, -71.104816, -71.104393, -71.104307, -71.10361, -71.102519, -71.102351, -71.101071, 
-71.100308, -71.099795, -71.09926, -71.098408, -71.097162, -71.096493, -71.095072, -71.094644, -71.094612, -71.094303, -71.093295, -71.093095, -71.092295, -71.091854, -71.090902, -71.090844, -71.093205, -71.096885, -71.097537, -71.098988, -71.104168, -71.110001, -71.110763, -71.110063, -71.109894, -71.112739, -71.113016, -71.111978, -71.112918, -71.11466, -71.114907, -71.115078, -71.11657, -71.116468, -71.117003, -71.117178, -71.117711, -71.117977, -71.1185, 42.314498, 42.314289, 42.314096, 42.313837, 
42.313692, 42.313814, 42.31392, 42.31384, 42.313334, 42.314411, 42.315839, 42.318692, 42.318795, 42.319375, 42.322055, 42.322372, 42.322685, 42.322745, 42.32395, 42.325855, 42.326803, 42.32724, 42.327857, 42.328209, 42.328486, 42.331891, 42.334591, 42.335324, 42.335505, 42.337648, 42.34041, 42.341754, 42.343808, 42.343909, 42.344226, 42.344103, 42.344117, 42.344082, 42.344064, 42.343375, 42.343056, 42.341738, 42.341046, 42.340804, 42.340629, 42.340791, 42.341667, 42.341843, 42.342353, 42.344549, 
42.34469, 42.345577, 42.346511, 42.34667, 42.347037, 42.346755, 42.346544, 42.344077, 42.340943, 42.339026, 42.338706, 42.339095, 42.343318, 42.340317, 42.337513, 42.336307, 42.335379, 42.332696, 42.331932, 42.32921, 42.325538, 42.324394, 42.323818, 42.323573, 42.321021, 42.318583, 42.315579, 42.315407, 42.315092, 42.314924, 42.314498)))",238841.17649999997,60.2,60.22727272727273,FALSE
990101,25862,5675,0,127,23,37,122,108,71,66,0,127,NA,NA,27,42,361,249,0,127,0,127,0,127,50.7,30.2,157,157,83,101,"Census Tract 9901.01, Suffolk County, Massachusetts",444,270,"list(list(c(-70.9587870061025, -70.9708096918228, -70.96376, -70.962189, -70.957525, -70.9524292585092, -70.9496492645826, -70.952578, -70.956101, -70.959052, -70.9587870061025, 42.3099326562888, 42.3101392171585, 42.313128, 42.318319, 42.326088, 42.3286780922681, 42.3142387668292, 42.314591, 42.312692, 42.312705, 42.3099326562888)), list(c(-70.9326157573444, -70.9382573140217, -70.932305, -70.932126, -70.9394770821047, -70.9342995037476, -70.93283, -70.933677, -70.928713, -70.927049, -70.9240852315558, 
-70.9243780798938, -70.927282, -70.931089, -70.9326157573444, 42.3202636288391, 42.3240251635898, 42.325691, 42.327109, 42.3288261464399, 42.3322275232174, 42.331091, 42.328588, 42.326321, 42.323968, 42.3235621518273, 42.3220441348896, 42.323428, 42.323389, 42.3202636288391)), list(c(-70.966096, -70.9606474923013, -70.9607421170131, -70.966303, -70.966096, 42.443507, 42.4437870621377, 42.4425178500922, 42.443037, 42.443507)), list(c(-71.0027497900422, -71.002095, -71.001606, -71.000025, -70.998632, 
-70.998971, -70.997804, -70.9958708927819, -70.9982529919893, -71.0027497900422, 42.3497904956693, 42.354325, 42.35541, 42.355716, 42.355326, 42.354381, 42.353463, 42.3532554387992, 42.3527883610379, 42.3497904956693)), list(c(-70.9724183266336, -70.9748969387053, -70.9799274721875, -70.9822817138618, -70.982593, -70.985182, -70.984706, -70.984932, -70.985308, -70.986279, -70.98629, -70.993666, -70.996639, -70.999651, -70.999046, -70.998942, -70.998497, -70.998406, -70.999007, -70.99721, -70.998328, 
-70.996975, -70.994909, -70.989687, -70.987333, -70.981985, -70.979566, -70.976562, -70.97377, -70.973815, -70.977887, -70.978927, -70.977695, -70.974922, -70.972339, -70.9724183266336, 42.3538754636175, 42.3558426154987, 42.3563815962552, 42.3559199807493, 42.355997, 42.356687, 42.357496, 42.359304, 42.360667, 42.36211, 42.362196, 42.36253, 42.361557, 42.36381, 42.364765, 42.364762, 42.368221, 42.368451, 42.372294, 42.374209, 42.371689, 42.370483, 42.369205, 42.367536, 42.367408, 42.368351, 42.370278, 
42.370235, 42.369449, 42.365896, 42.363137, 42.359724, 42.357732, 42.356167, 42.353922, 42.3538754636175)), list(c(-70.9607976213229, -70.962977, -70.964432, -70.964688, -70.964476, -70.9632496137716, -70.9607976213229, 42.3606478656158, 42.35936, 42.360143, 42.361239, 42.362905, 42.3642250495222, 42.3606478656158)), list(c(-71.0145549291299, -71.0156801942828, -71.0135240715591, -71.017377, -71.019442, -71.017212, -71.011539, -71.0085676791419, -71.0053987069513, -71.009204, -71.010031, -71.015393, 
-71.022093, -71.028395, -71.037094, -71.041694, -71.041494, -71.041387, -71.041294, -71.036666, -71.038462, -71.043372, -71.043664, -71.042363, -71.041753, -71.041687, -71.04539, -71.043346, -71.040149, -71.041422, -71.03728, -71.031792, -71.031572, -71.036166, -71.035298, -71.03896, -71.042662, -71.045414, -71.045665, -71.043813, -71.039794, -71.037197, -71.032521, -71.025065, -71.022818, -71.018482, -71.0143661924634, -71.0145549291299, 42.3287055890948, 42.3260187304675, 42.3169322019765, 42.315237, 
42.312733, 42.308826, 42.307602, 42.3105510002628, 42.3071956175715, 42.305466, 42.305262, 42.306698, 42.305598, 42.308799, 42.306598, 42.305298, 42.302098, 42.301025, 42.300098, 42.291383, 42.293469, 42.294823, 42.298337, 42.300088, 42.301282, 42.302151, 42.303892, 42.307936, 42.309764, 42.311083, 42.309202, 42.312623, 42.31658, 42.317957, 42.318739, 42.32069, 42.32259, 42.323798, 42.326823, 42.328208, 42.328238, 42.327616, 42.327732, 42.331146, 42.33133, 42.329554, 42.3291562462036, 42.3287055890948
)), list(c(-71.0086732892561, -71.010994, -71.012357, -71.018921, -71.019041, -71.022043, -71.029659, -71.045833, -71.045566, -71.0455, -71.046389, -71.047025, -71.049575, -71.048844, -71.049095, -71.046995, -71.046272, -71.045734, -71.04445, -71.043396, -71.042596, -71.040125, -71.039629, -71.034186, -71.03151, -71.028258, -71.030184, -71.029734, -71.027005, -71.018251, -71.016578, -71.008538, -71.0076444142901, -71.0086732892561, 42.3427495100284, 42.342698, 42.342674, 42.343739, 42.345277, 42.348679, 
42.3517, 42.357204, 42.359733, 42.359825, 42.363935, 42.367812, 42.370189, 42.370904, 42.371197, 42.372597, 42.369323, 42.368634, 42.365793, 42.364598, 42.363798, 42.362115, 42.361777, 42.359237, 42.361196, 42.362194, 42.359366, 42.357591, 42.355983, 42.351841, 42.350386, 42.345196, 42.3452062124081, 42.3427495100284)))",28280.096999999998,50.7,6.081081081081081,FALSE
