GEOID,DP03_0062E,DP03_0062M,DP02_0059E,DP02_0059M,DP02_0060E,DP02_0060M,DP02_0061E,DP02_0061M,DP02_0062E,DP02_0062M,DP02_0063E,DP02_0063M,DP02_0067E,DP02_0067M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0039E,DP05_0039M,DP05_0047E,DP05_0047M,DP02_0111PE,DP02_0111PM,DP02_0113E,DP02_0113M,DP02_0114E,DP02_0114M,NAME,B01001_001E,B01001_001M,geometry,adjMHI,percEng,percWhite,"GEOID == str_remove(bos_acs10$GEOID, ""25025"")"
160300,52985,13927,56,61,223,100,461,169,221,103,211,96,NA,NA,1719,256,299,222,0,127,43,56,0,127,75.5,11.1,292,226,362,221,"Census Tract 1603, Suffolk County, Massachusetts",2354,332,"list(list(c(-71.039229, -71.039022, -71.038969, -71.039818, -71.03873, -71.037482, -71.034563, -71.031295, -71.0315, -71.031838, -71.031995, -71.033234, -71.038813, -71.039082, -71.039262, -71.039316, -71.039427, -71.039512, -71.043264, -71.044298, -71.047284, -71.048186, -71.055295, -71.050695, -71.050002, -71.049372, -71.049131, -71.04367, -71.044213, -71.042541, -71.042074, -71.041588, -71.040842, -71.039229, 42.389906, 42.389699, 42.389453, 42.388268, 42.387893, 42.387831, 42.386723, 42.386234, 
42.386174, 42.385222, 42.384597, 42.38491, 42.386811, 42.386801, 42.386831, 42.386847, 42.386859, 42.386853, 42.383594, 42.383209, 42.385284, 42.385686, 42.387097, 42.391996, 42.393471, 42.39363, 42.393133, 42.391656, 42.390863, 42.389228, 42.389405, 42.389663, 42.388946, 42.389906)))",57939.097499999996,75.5,73.02463891248938,FALSE
160400,27560,14059,577,157,322,82,347,166,205,91,21,32,NA,NA,1264,324,358,174,0,127,35,40,0,127,30.9,9.7,1083,313,1344,328,"Census Tract 1604, Suffolk County, Massachusetts",2323,288,"list(list(c(-71.034103, -71.034283, -71.035969, -71.038265, -71.039229, -71.040842, -71.041588, -71.042074, -71.042541, -71.044213, -71.04367, -71.049131, -71.049372, -71.050002, -71.050241, -71.052995, -71.051928, -71.048208, -71.047083, -71.046897, -71.046379, -71.045707, -71.040887, -71.040147, -71.039892, -71.039306, -71.036232, -71.036466, -71.036831, -71.03748, -71.038062, -71.035584, -71.035381, -71.032955, -71.030379, -71.032723, -71.033332, -71.0337, -71.034103, 42.392763, 42.392688, 42.391723, 
42.390437, 42.389906, 42.388946, 42.389663, 42.389405, 42.389228, 42.390863, 42.391656, 42.393133, 42.39363, 42.393471, 42.393792, 42.396196, 42.397403, 42.396621, 42.397423, 42.397557, 42.397882, 42.398355, 42.401749, 42.402055, 42.402243, 42.402855, 42.402455, 42.401921, 42.401272, 42.40086, 42.399906, 42.397466, 42.395917, 42.395408, 42.394883, 42.393547, 42.393204, 42.39303, 42.392763)))",30136.859999999997,30.9,54.41239776151528,FALSE
160501,36593,4846,866,368,489,180,1221,320,334,142,61,53,NA,NA,2498,578,590,357,0,127,26,37,0,127,23.9,5.4,2581,520,3510,653,"Census Tract 1605.01, Suffolk County, Massachusetts",5816,748,"list(list(c(-71.036232, -71.035929, -71.035357, -71.032188, -71.031882, -71.031572, -71.029168, -71.028433, -71.026753, -71.027488, -71.02909, -71.029643, -71.030379, -71.032955, -71.035381, -71.035584, -71.038062, -71.03748, -71.036831, -71.036466, -71.036232, 42.402455, 42.40239, 42.402119, 42.399399, 42.399593, 42.399885, 42.399058, 42.399468, 42.397834, 42.39741, 42.396514, 42.395297, 42.394883, 42.395408, 42.395917, 42.397466, 42.399906, 42.40086, 42.401272, 42.401921, 42.402455)))",40014.445499999994,23.9,42.95048143053645,FALSE
160502,32236,14885,488,222,112,77,1097,241,299,139,134,90,NA,NA,2338,547,83,110,0,127,276,291,0,127,33.8,10.8,1096,404,1670,471,"Census Tract 1605.02, Suffolk County, Massachusetts",4273,405,"list(list(c(-71.027488, -71.026753, -71.024158, -71.023089, -71.021767, -71.021263, -71.020457, -71.019735, -71.019162, -71.018126, -71.013772, -71.010892, -71.010861, -71.009396, -71.009377, -71.009445, -71.009629, -71.013395, -71.016094, -71.017794, -71.022428, -71.02279, -71.023086, -71.02288, -71.025002, -71.025489, -71.026993, -71.030021, -71.030379, -71.029643, -71.02909, -71.027488, 42.39741, 42.397834, 42.399322, 42.400129, 42.401278, 42.401743, 42.402434, 42.401968, 42.40247, 42.403378, 
42.402964, 42.401795, 42.401689, 42.401183, 42.40085, 42.400475, 42.400167, 42.397398, 42.395897, 42.390697, 42.386373, 42.387062, 42.389468, 42.390144, 42.390527, 42.391336, 42.393151, 42.394801, 42.394883, 42.395297, 42.396514, 42.39741)))",35250.066,33.8,54.7156564474608,FALSE
160601,55163,7362,427,189,352,123,1248,258,292,151,67,62,NA,NA,1748,482,472,453,0,127,192,186,0,127,45,11.3,1347,361,1154,284,"Census Tract 1606.01, Suffolk County, Massachusetts",3690,379,"list(list(c(-71.036236, -71.033565, -71.029294, -71.026327, -71.020444, -71.018878, -71.018444, -71.018126, -71.019162, -71.019735, -71.020457, -71.021263, -71.021767, -71.023089, -71.024158, -71.026753, -71.028433, -71.029168, -71.031572, -71.031882, -71.032188, -71.035357, -71.035929, -71.036232, -71.036236, 42.402564, 42.403467, 42.404011, 42.406002, 42.405117, 42.403718, 42.403558, 42.403378, 42.40247, 42.401968, 42.402434, 42.401743, 42.401278, 42.400129, 42.399322, 42.397834, 42.399468, 42.399058, 
42.399885, 42.399593, 42.399399, 42.402119, 42.40239, 42.402455, 42.402564)))",60320.74049999999,45,47.37127371273713,FALSE
160602,43343,6063,387,226,306,149,880,213,704,221,162,107,NA,NA,2673,603,475,421,0,127,292,220,0,127,42.8,10.4,976,361,1779,584,"Census Tract 1606.02, Suffolk County, Massachusetts",4739,743,"list(list(c(-71.035295, -71.03491, -71.033442, -71.033203, -71.032772, -71.031354, -71.02924, -71.02905, -71.027115, -71.02669, -71.026327, -71.029294, -71.033565, -71.036236, -71.036232, -71.039306, -71.039892, -71.040147, -71.040887, -71.040578, -71.040195, -71.039792, -71.039527, -71.039443, -71.039053, -71.0376, -71.037095, -71.037023, -71.035629, -71.035295, 42.410214, 42.410876, 42.41338, 42.414226, 42.413828, 42.412519, 42.410568, 42.41028, 42.407782, 42.406316, 42.406002, 42.404011, 42.403467, 
42.402564, 42.402455, 42.402855, 42.402243, 42.402055, 42.401749, 42.401966, 42.402696, 42.403101, 42.403632, 42.403761, 42.404243, 42.406288, 42.407197, 42.407296, 42.409641, 42.410214)))",47395.570499999994,42.8,56.4043047056341,FALSE
170100,50357,4642,313,115,487,193,1660,290,805,200,357,140,NA,NA,5768,603,129,111,104,131,226,169,0,127,61.6,7.1,1196,309,1310,421,"Census Tract 1701, Suffolk County, Massachusetts",6907,528,"list(list(c(-71.022741, -71.021719, -71.018278, -71.017656, -71.014408, -71.011234, -71.011635, -71.012109, -71.013549, -71.013674, -71.014192, -71.014545, -71.018126, -71.018444, -71.018878, -71.020444, -71.026327, -71.02669, -71.027115, -71.02905, -71.02924, -71.031354, -71.032772, -71.033203, -71.033095, -71.032493, -71.032321, -71.031701, -71.030941, -71.030588, -71.027544, -71.022741, 42.414945, 42.414653, 42.413709, 42.413537, 42.412631, 42.411781, 42.411161, 42.410406, 42.408154, 42.407936, 
42.407046, 42.406491, 42.403378, 42.403558, 42.403718, 42.405117, 42.406002, 42.406316, 42.407782, 42.41028, 42.410568, 42.412519, 42.413828, 42.414226, 42.414696, 42.415506, 42.416025, 42.417384, 42.417177, 42.417079, 42.416257, 42.414945)))",55065.379499999995,61.6,83.50948313305342,FALSE
170200,58710,9958,599,290,616,193,926,202,544,141,272,86,NA,NA,3895,465,46,49,0,127,509,478,0,127,68.4,9.2,904,352,492,188,"Census Tract 1702, Suffolk County, Massachusetts",4925,481,"list(list(c(-71.018278, -71.021719, -71.022741, -71.027544, -71.030588, -71.030941, -71.031701, -71.031382, -71.031086, -71.030758, -71.029319, -71.027894, -71.020134, -71.018975, -71.018827, -71.018658, -71.014669, -71.014463, -71.012105, -71.011194, -71.008968, -71.008517, -71.008379, -71.008505, -71.008925, -71.009869, -71.011234, -71.014408, -71.017656, -71.018278, 42.413709, 42.414653, 42.414945, 42.416257, 42.417079, 42.417177, 42.417384, 42.418192, 42.418782, 42.41941, 42.421877, 42.421437, 
42.419109, 42.418606, 42.418885, 42.419093, 42.417963, 42.417905, 42.417231, 42.418385, 42.416813, 42.416202, 42.416113, 42.415936, 42.415374, 42.413936, 42.411781, 42.412631, 42.413537, 42.413709)))",64199.384999999995,68.4,79.08629441624366,FALSE
170300,65417,7930,618,325,501,146,2637,409,1037,246,242,124,NA,NA,6511,598,515,353,0,127,334,131,0,127,68.2,7.6,834,319,1181,614,"Census Tract 1703, Suffolk County, Massachusetts",8335,611,"list(list(c(-71.029319, -71.029012, -71.028614, -71.028096, -71.028257, -71.023036, -71.023002, -71.022161, -71.021532, -71.021117, -71.021005, -71.021168, -71.025777, -71.018295, -71.014595, -71.013983, -71.013058, -71.009495, -71.011995, -71.010295, -71.011579, -71.010385, -71.00972, -71.008626, -71.003225, -71.004595, -71.003275, -71.001094, -70.997371, -70.997234, -70.99913, -70.99924, -71.003725, -71.005678, -71.008367, -71.008548, -71.00862, -71.008935, -71.010665, -71.010812, -71.013867, -71.012487, 
-71.010549, -71.005873, -71.006691, -71.00791, -71.008379, -71.008517, -71.008968, -71.011194, -71.012105, -71.014463, -71.014669, -71.018658, -71.018827, -71.018975, -71.020134, -71.027894, -71.029319, 42.421877, 42.422554, 42.423302, 42.424097, 42.424148, 42.43346, 42.433521, 42.435022, 42.436157, 42.436914, 42.437117, 42.439185, 42.444753, 42.449596, 42.445596, 42.444986, 42.443967, 42.441196, 42.439696, 42.438696, 42.436179, 42.434053, 42.433862, 42.434353, 42.432403, 42.430391, 42.42971, 42.431296, 
42.431069, 42.431051, 42.428492, 42.428347, 42.422308, 42.423152, 42.425484, 42.425625, 42.425686, 42.425912, 42.424643, 42.42451, 42.422384, 42.422011, 42.42142, 42.419516, 42.418414, 42.416755, 42.416113, 42.416202, 42.416813, 42.418385, 42.417231, 42.417905, 42.417963, 42.419093, 42.418885, 42.418606, 42.419109, 42.421437, 42.421877)))",71533.4895,68.2,78.11637672465507,FALSE
170400,41829,9825,488,230,309,135,1397,312,680,201,254,125,NA,NA,4449,533,107,124,0,127,232,244,0,127,58.2,8.6,1122,380,636,305,"Census Tract 1704, Suffolk County, Massachusetts",5004,484,"list(list(c(-70.983946, -70.986715, -70.987938, -70.989545, -70.990699, -70.992336, -70.993495, -70.994677, -70.995651, -71.000172, -71.002171, -71.003714, -71.003394, -71.006241, -71.007513, -71.008379, -71.00791, -71.006691, -71.005873, -71.010549, -71.012487, -71.013867, -71.010812, -71.010665, -71.008935, -71.00862, -71.008548, -71.008367, -71.005678, -71.003725, -70.99924, -70.99913, -70.997234, -70.995714, -70.995126, -70.994849, -70.994702, -70.992023, -70.99012, -70.983708, -70.983946, 42.431358, 
42.427601, 42.426036, 42.423935, 42.422302, 42.420216, 42.418615, 42.417163, 42.415816, 42.409624, 42.410489, 42.41396, 42.416561, 42.416006, 42.416053, 42.416113, 42.416755, 42.418414, 42.419516, 42.42142, 42.422011, 42.422384, 42.42451, 42.424643, 42.425912, 42.425686, 42.425625, 42.425484, 42.423152, 42.422308, 42.428347, 42.428492, 42.431051, 42.430855, 42.431145, 42.43115, 42.431391, 42.434135, 42.434877, 42.431663, 42.431358)))",45740.01149999999,58.2,88.90887290167866,FALSE
170501,37604,10214,224,140,132,128,1012,265,432,174,108,92,NA,NA,2342,357,72,57,93,114,116,126,0,127,55.5,11.9,654,261,789,482,"Census Tract 1705.01, Suffolk County, Massachusetts",3288,410,"list(list(c(-70.9905596943417, -70.991008, -70.992017, -70.992408, -70.992686, -70.993783, -70.993536, -70.993476, -70.993116, -70.993089, -70.994306, -70.998503, -70.998827, -70.999287, -70.999522, -70.99992, -71.000172, -70.995651, -70.994677, -70.993495, -70.992336, -70.990699, -70.989545, -70.987938, -70.984828, -70.984204, -70.983996, -70.983741, -70.9837042442038, -70.9868150009499, -70.987694, -70.9905596943417, 42.4072148092754, 42.407223, 42.407289, 42.407238, 42.407202, 42.407553, 42.40858, 
42.40884, 42.410189, 42.411573, 42.412079, 42.410637, 42.410422, 42.410002, 42.409937, 42.409737, 42.409624, 42.415816, 42.417163, 42.418615, 42.420216, 42.422302, 42.423935, 42.426036, 42.424143, 42.423509, 42.42313, 42.422933, 42.4228928547472, 42.4180612538438, 42.416696, 42.4072148092754)))",41119.973999999995,55.5,71.22871046228711,FALSE
170502,48019,8597,128,98,215,102,874,234,587,191,263,163,NA,NA,2870,421,154,185,0,127,20,32,0,127,81,8.1,218,154,265,235,"Census Tract 1705.02, Suffolk County, Massachusetts",3187,385,"list(list(c(-70.9608247009173, -70.960835, -70.9638487815158, -70.9683996992147, -70.982994, -70.9830524559303, -70.9831306432584, -70.9837042442038, -70.983741, -70.983996, -70.984204, -70.984828, -70.987938, -70.986715, -70.983946, -70.983708, -70.979894, -70.975194, -70.971594, -70.968594, -70.966293, -70.966096, -70.966303, -70.9607421170131, -70.9608247009173, 42.441410142771, 42.441272, 42.4389223411947, 42.4353742725017, 42.423996, 42.4239052067465, 42.4237837668539, 42.4228928547472, 42.422933, 
42.42313, 42.423509, 42.424143, 42.426036, 42.427601, 42.431358, 42.431663, 42.432396, 42.436896, 42.442696, 42.444396, 42.443497, 42.443507, 42.443037, 42.4425178500922, 42.441410142771)))",52508.77649999999,81,90.05334170065893,FALSE
170601,46250,10120,490,236,588,248,1296,260,549,170,184,133,NA,NA,3597,443,188,210,0,127,241,228,0,127,55.1,8.6,1453,480,1560,527,"Census Tract 1706.01, Suffolk County, Massachusetts",5436,591,"list(list(c(-71.013674, -71.013549, -71.012109, -71.011635, -71.011234, -71.009869, -71.008925, -71.008505, -71.008379, -71.007513, -71.006241, -71.003394, -71.003714, -71.002171, -71.000172, -71.000208, -71.003537, -71.004423, -71.004279, -71.005247, -71.011272, -71.013395, -71.009629, -71.009445, -71.009377, -71.009396, -71.010861, -71.010892, -71.013772, -71.018126, -71.014545, -71.014192, -71.013674, 42.407936, 42.408154, 42.410406, 42.411161, 42.411781, 42.413936, 42.415374, 42.415936, 42.416113, 
42.416053, 42.416006, 42.416561, 42.41396, 42.410489, 42.409624, 42.409573, 42.405714, 42.404978, 42.404928, 42.403557, 42.396589, 42.397398, 42.400167, 42.400475, 42.40085, 42.401183, 42.401689, 42.401795, 42.402964, 42.403378, 42.406491, 42.407046, 42.407936)))",50574.37499999999,55.1,66.16997792494482,FALSE
170701,42695,11313,75,62,108,66,416,131,229,112,46,39,NA,NA,1459,453,79,94,0,127,48,97,0,127,55.2,14.4,376,224,487,313,"Census Tract 1707.01, Suffolk County, Massachusetts",1753,406,"list(list(c(-70.9905596943417, -70.990595, -70.9892164824447, -70.989195, -70.9891784088456, -70.9879447494382, -70.9877231185748, -70.991318, -70.991278, -70.991369, -70.991862, -70.991996, -70.99203, -70.992208, -70.994454, -70.99458, -70.995047, -70.992736, -70.996811, -70.998223, -70.998637, -71.004825, -71.002712, -71.002593, -71.00253, -71.002206, -71.001736, -70.998477, -70.997522, -70.997352, -70.997208, -70.997091, -70.996567, -70.994112, -70.992807, -70.992143, -70.992408, -70.992017, -70.991008, 
-70.9905596943417, 42.4072148092754, 42.407098, 42.4026670507152, 42.402598, 42.4025957590268, 42.4024291282078, 42.4023991924475, 42.400058, 42.399854, 42.398918, 42.397994, 42.397562, 42.396989, 42.396688, 42.393316, 42.393329, 42.393566, 42.397931, 42.400464, 42.39923, 42.400568, 42.401726, 42.404392, 42.404351, 42.40433, 42.404177, 42.403907, 42.401569, 42.400907, 42.401023, 42.401127, 42.401184, 42.401429, 42.404917, 42.405354, 42.405534, 42.407238, 42.407289, 42.407223, 42.4072148092754)))",46686.9825,55.2,83.22875071306332,FALSE
170702,58175,10723,959,280,345,139,1724,339,591,227,95,59,NA,NA,3029,563,511,359,17,29,1283,311,0,127,26.8,5.8,3075,535,2618,559,"Census Tract 1707.02, Suffolk County, Massachusetts",6626,667,"list(list(c(-71.002712, -71.003644, -71.004279, -71.004423, -71.003537, -71.000208, -71.000172, -70.99992, -70.999522, -70.999287, -70.998827, -70.998503, -70.994306, -70.993089, -70.993116, -70.993476, -70.993536, -70.993783, -70.992686, -70.992408, -70.992143, -70.992807, -70.994112, -70.996567, -70.997091, -70.997208, -70.997352, -70.997522, -70.998477, -71.001736, -71.002206, -71.00253, -71.002593, -71.002712, 42.404392, 42.40471, 42.404928, 42.404978, 42.405714, 42.409573, 42.409624, 42.409737, 
42.409937, 42.410002, 42.410422, 42.410637, 42.412079, 42.411573, 42.410189, 42.40884, 42.40858, 42.407553, 42.407202, 42.407238, 42.405534, 42.405354, 42.404917, 42.401429, 42.401184, 42.401127, 42.401023, 42.400907, 42.401569, 42.403907, 42.404177, 42.40433, 42.404351, 42.404392)))",63614.362499999996,26.8,45.71385451252641,FALSE
170800,50453,7695,159,124,542,190,1453,315,445,152,97,79,NA,NA,3828,520,209,152,96,150,138,145,0,127,61.9,9.6,1027,399,613,248,"Census Tract 1708, Suffolk County, Massachusetts",4495,428,"list(list(c(-70.9836247568998, -70.9835228238306, -70.9834338941699, -70.983426186556, -70.9819268559927, -70.9817347432419, -70.9804336948162, -70.980655, -70.980891, -70.981454, -70.982078, -70.982602, -70.983305, -70.986053, -70.987289, -70.987442, -70.989771, -70.993818, -70.994286, -70.994454, -70.992208, -70.99203, -70.991996, -70.991862, -70.991369, -70.991278, -70.991318, -70.9877231185748, -70.9871880711763, -70.9860535838529, -70.985068048039, -70.9844130016671, -70.9836247568998, 42.3969465975515, 
42.3965868334362, 42.3962729637475, 42.3962457603784, 42.3939499119572, 42.3936557395002, 42.3916635104033, 42.391486, 42.391341, 42.390844, 42.390621, 42.390671, 42.389388, 42.388116, 42.388734, 42.392742, 42.39324, 42.392924, 42.393299, 42.393316, 42.396688, 42.396989, 42.397562, 42.397994, 42.398918, 42.399854, 42.400058, 42.4023991924475, 42.4023269234033, 42.4021736877933, 42.4020405711171, 42.3997286405494, 42.3969465975515)))",55170.3555,61.9,85.16129032258064,FALSE
180101,55341,9274,118,96,223,104,1238,249,601,137,208,111,NA,NA,3940,456,174,156,0,127,89,88,0,127,84.9,5.8,360,198,212,148,"Census Tract 1801.01, Suffolk County, Massachusetts",4584,371,"list(list(c(-70.9714026963347, -70.9717399889549, -70.9721383414399, -70.9722679004533, -70.9725126278912, -70.9727057913685, -70.9726435230866, -70.973743, -70.974944, -70.975036, -70.975512, -70.976412, -70.976653, -70.977445, -70.9791, -70.981384, -70.982135, -70.982344, -70.983142, -70.987287, -70.987848, -70.988281, -70.986901, -70.986053, -70.983305, -70.982602, -70.982078, -70.981454, -70.980891, -70.980655, -70.9804336948162, -70.9803356214526, -70.9758829063834, -70.9733365043636, -70.9727057913685, 
-70.9701947073389, -70.9714026963347, 42.3872814568724, 42.3870706486784, 42.3860249714752, 42.3856848784375, 42.3850424677272, 42.3817587410181, 42.3811858779163, 42.381056, 42.380882, 42.380956, 42.381257, 42.381837, 42.381948, 42.380833, 42.379477, 42.380991, 42.381517, 42.381605, 42.384595, 42.385867, 42.386449, 42.387107, 42.386915, 42.388116, 42.389388, 42.390671, 42.390621, 42.390844, 42.391341, 42.391486, 42.3916635104033, 42.3915133356636, 42.3906115202023, 42.3900957933532, 42.3899680540477, 
42.388036451092, 42.3872814568724)))",60515.383499999996,84.9,85.95113438045375,FALSE
180200,63425,13628,17,21,202,111,706,128,674,186,213,80,NA,NA,3486,336,0,127,14,19,13,22,0,127,87.6,5.8,215,156,271,219,"Census Tract 1802, Suffolk County, Massachusetts",3854,323,"list(list(c(-70.98572, -70.987524, -70.98874, -70.988913, -70.989361, -70.989802, -70.990693, -70.992163, -70.99264, -70.993811, -70.997994, -70.994648, -70.994681, -70.994413, -70.994239, -70.988281, -70.987848, -70.987287, -70.983142, -70.982344, -70.982135, -70.981384, -70.9791, -70.980306, -70.979904, -70.98262, -70.984189, -70.984533, -70.98572, 42.372789, 42.375917, 42.375484, 42.375341, 42.37576, 42.376764, 42.376682, 42.377043, 42.376821, 42.377122, 42.378197, 42.38115, 42.382709, 42.383732, 
42.384647, 42.387107, 42.386449, 42.385867, 42.384595, 42.381605, 42.381517, 42.380991, 42.379477, 42.37786, 42.375778, 42.374601, 42.373794, 42.372654, 42.372789)))",69355.23749999999,87.6,90.45147898287493,FALSE
180301,90778,27185,20,24,93,52,551,128,616,161,91,47,NA,NA,2953,291,0,127,4,7,0,127,0,127,89.9,5.9,124,101,63,85,"Census Tract 1803.01, Suffolk County, Massachusetts",3051,273,"list(list(c(-70.980894, -70.979566, -70.981985, -70.987333, -70.989687, -70.994909, -70.996975, -70.998328, -70.99721, -70.996154, -70.993811, -70.99264, -70.992163, -70.990693, -70.989802, -70.989361, -70.988913, -70.98874, -70.987524, -70.98572, -70.984533, -70.981063, -70.981006, -70.980894, 42.370298, 42.370278, 42.368351, 42.367408, 42.367536, 42.369205, 42.370483, 42.371689, 42.374209, 42.376261, 42.377122, 42.376821, 42.377043, 42.376682, 42.376764, 42.37576, 42.375341, 42.375484, 42.375917, 
42.372789, 42.372654, 42.371621, 42.371059, 42.370298)))",99265.74299999999,89.9,96.78793838085873,FALSE
180400,68994,20618,42,41,58,59,584,237,291,131,113,78,NA,NA,1484,263,0,127,0,127,0,127,0,127,77.4,11.3,333,213,168,159,"Census Tract 1804, Suffolk County, Massachusetts",1814,253,"list(list(c(-70.979566, -70.980894, -70.981006, -70.981063, -70.984533, -70.984189, -70.98262, -70.979904, -70.980306, -70.9791, -70.977445, -70.976653, -70.976412, -70.975512, -70.975036, -70.974944, -70.974435, -70.972424, -70.971154, -70.971609, -70.972839, -70.972778, -70.973645, -70.97399, -70.973994, -70.976562, -70.979566, 42.370278, 42.370298, 42.371059, 42.371621, 42.372654, 42.373794, 42.374601, 42.375778, 42.37786, 42.379477, 42.380833, 42.381948, 42.381837, 42.381257, 42.380956, 42.380882, 
42.377126, 42.374523, 42.372718, 42.372602, 42.37232, 42.372128, 42.371068, 42.370211, 42.370198, 42.370235, 42.370278)))",75444.939,77.4,81.80815876515987,FALSE
180500,70444,15408,126,125,151,104,811,191,458,135,233,85,NA,NA,3649,297,53,46,0,127,56,49,0,127,87.6,5.4,205,131,237,185,"Census Tract 1805, Suffolk County, Massachusetts",4008,319,"list(list(c(-70.9725135289618, -70.972472393276, -70.9724581684592, -70.9722228864185, -70.9707121140765, -70.9681051837936, -70.9680989116326, -70.9680367705504, -70.9664039298422, -70.9632496137716, -70.964476, -70.964688, -70.964432, -70.962977, -70.967048, -70.967495, -70.968293, -70.968435, -70.968754, -70.969146, -70.972339, -70.974922, -70.977695, -70.978927, -70.977887, -70.973815, -70.97377, -70.976562, -70.973994, -70.97399, -70.973645, -70.972778, -70.972839, -70.971609, -70.971154, -70.972424, 
-70.974435, -70.974944, -70.973743, -70.9726435230866, -70.9725425260904, -70.9725135289618, 42.3799899425994, 42.3796114976531, 42.3794806305022, 42.3773160549687, 42.3751120063752, 42.3713087854239, 42.3712996350394, 42.3712089781212, 42.3688268453758, 42.3642250495222, 42.362905, 42.361239, 42.360143, 42.35936, 42.356954, 42.356884, 42.356268, 42.35615, 42.355916, 42.355801, 42.353922, 42.356167, 42.357732, 42.359724, 42.363137, 42.365896, 42.369449, 42.370235, 42.370198, 42.370211, 42.371068, 
42.372128, 42.37232, 42.372602, 42.372718, 42.374523, 42.377126, 42.380882, 42.381056, 42.3811858779163, 42.3802567138104, 42.3799899425994)))",77030.514,87.6,91.04291417165669,FALSE
980101,NA,NA,27,39,84,98,148,177,59,55,23,38,NA,NA,138,104,155,129,0,127,0,127,0,127,66.7,11.9,74,92,91,88,"Census Tract 9801.01, Suffolk County, Massachusetts",345,276,"list(list(c(-70.9551054841897, -70.9554595947266, -70.9587870061025, -70.959052, -70.956101, -70.952578, -70.9496492645826, -70.9493637084961, -70.9496857307728, -70.9513679340265, -70.9517191334528, -70.9520445245055, -70.9524728503459, -70.9526398449206, -70.9543738631565, -70.9551054841897, 42.3100427933222, 42.3098754882813, 42.3099326562888, 42.312705, 42.312692, 42.314591, 42.3142387668292, 42.3127555847168, 42.3126034402744, 42.3118086571352, 42.3116427274938, 42.3114889914208, 42.3112866222033, 
42.3112077230144, 42.3103884590794, 42.3100427933222)), list(c(-70.9567541622026, -70.9630631096865, -70.9635782314071, -70.967179972047, -70.9688964629954, -70.9724183266336, -70.972339, -70.969146, -70.968754, -70.968435, -70.968293, -70.967495, -70.967048, -70.962977, -70.9607976213229, -70.9587497589245, -70.9561259398046, -70.9533817593198, -70.953292, -70.9530631977291, -70.9530503794979, -70.953022, -70.953215770038, -70.953820693392, -70.9550196386917, -70.9567541622026, 42.3449935298907, 
42.3467186610979, 42.3468595170105, 42.349718040519, 42.3510803345369, 42.3538754636175, 42.353922, 42.355801, 42.355916, 42.35615, 42.356268, 42.356884, 42.356954, 42.35936, 42.3606478656158, 42.3576602624451, 42.3538324025616, 42.3498289488512, 42.349698, 42.3448465444401, 42.344574750464, 42.343973, 42.3440259848664, 42.3441913963172, 42.3445192383157, 42.3449935298907)), list(c(-70.9237310297658, -70.9240852315558, -70.927049, -70.928713, -70.933677, -70.93283, -70.9342995037476, -70.9304580688477, 
-70.9253317223173, -70.923583984375, -70.9237310297658, 42.3253982022563, 42.3235621518273, 42.323968, 42.326321, 42.328588, 42.331091, 42.3322275232174, 42.3347511291504, 42.3283446183921, 42.3261604309082, 42.3253982022563)), list(c(-70.929113786234, -70.9326157573444, -70.931089, -70.927282, -70.9243780798938, -70.9253082275391, -70.9280548095703, -70.9283133326113, -70.9283259708647, -70.9286197400514, -70.929113786234, 42.3179286729427, 42.3202636288391, 42.323389, 42.323428, 42.3220441348896, 
42.3172225952148, 42.3172225952148, 42.3173949666821, 42.3174033932977, 42.3175992653004, 42.3179286729427)), list(c(-71.0096916412697, -71.0085676791419, -71.011539, -71.017212, -71.019442, -71.017377, -71.0135240715591, -71.0131649310233, -71.0131312427344, -71.0121405187269, -71.0119860181091, -71.0096916412697, 42.3117410779419, 42.3105510002628, 42.307602, 42.308826, 42.312733, 42.315237, 42.3169322019765, 42.315418679265, 42.3153830093081, 42.3143340073016, 42.314170418394, 42.3117410779419
)), list(c(-70.9642853179953, -70.9572677612305, -70.9528045654297, -70.9524292585092, -70.957525, -70.962189, -70.96376, -70.9708096918228, -70.9772186279297, -70.9774017333984, -70.9771125962721, -70.9716079746531, -70.9675445556641, -70.9674028089023, -70.9671079789479, -70.9648641076701, -70.9642853179953, 42.325675201557, 42.3316612243652, 42.3306274414063, 42.3286780922681, 42.326088, 42.318319, 42.313128, 42.3101392171585, 42.3102493286133, 42.3122940063477, 42.3126049630326, 42.318524987599, 
42.3228950500488, 42.3230159609837, 42.3232674529047, 42.3251814900972, 42.325675201557)), list(c(-70.9416721270796, -70.9424896240234, -70.9394770821047, -70.932126, -70.932305, -70.9382573140217, -70.9395191017339, -70.9416721270796, 42.32630200644, 42.326847076416, 42.3288261464399, 42.327109, 42.325691, 42.3240251635898, 42.3248664665491, 42.32630200644)))",NA,66.7,40,FALSE
